Ball,Commentary,Wicket
0.1,"Mohammad Amir to Smith, no run, no feet as he pokes at a good length ball pitching on off stump and seaming past the outside edge",
0.2,"Mohammad Amir to Smith, no run, back of a length and outside off, taps it to cover",
0.3,"Mohammad Amir to Smith, 1 run, goes wide of the crease for the inswinger, but the line is on leg stump, allowing Smith to flick to deep square leg",
0.4,"Mohammad Amir to Asif Ali, FOUR, plays it beautifully. Calmly waits for the overpitched ball to drift across him and then lashes it behind point",
0.5,"Mohammad Amir to Asif Ali, no run, moves around the wicket for a good length ball, and this time Asif is very late to come forward and meet it. Finds cover with his ill-timed drive",
0.6,"Mohammad Amir to Asif Ali, no run, blocks a shortish delivery on off stump",
1.1,"Usman Khan to Smith, no run, back of a length on off stump, defends to cover",
1.2,"Usman Khan to Smith, FOUR, width on offer and Smith gets it up and over backward point. Stand and delivery stuff, and though it isn't perfectly well timed, with these short boundaries, it is enough",
1.3,"Usman Khan to Smith, no run, gets it to bouncer a bit more, and tightens the line on off stump as well. Blocks to cover",
1.4,"Usman Khan to Smith, no run, tries to flick a good length ball that is speared into leg stump. Only manages an inside edge onto pad. Wanting in footwork",
1.5,"Usman Khan to Smith, 1 run, nudges a length ball through midwicket",
1.6,"Usman Khan to Asif Ali, no run, works a fullish delivery on off stump past the left of midwicket",
2.1,"Mohammad Amir to Smith, no run, punches a back of a length delivery to cover",
2.2,"Mohammad Amir to Smith, 2 runs, in the slot on off stump, Smith heaves it over the midwicket. Probably could have hit it straighter",
2.3,"Mohammad Amir to Smith, OUT, what a catch! Sanga flies. He simply flies to his right and takes a one-handed screamer. Smith goes for an on-the-up drive through cover, only offers a thick outside edge and after that - considering it is such a massive deflection - Sanga takes centre stage. Leaps to his right, takes it right on the webbing. Then he brings the left hand over to steady it on as he falls to the ground. Fantastic from the 39-year old",['DR Smith c †Sangakkara b Mohammad Amir 8 (11b 1x4 0x6) SR: 72.72']
2.4,"Mohammad Amir to Haddin, no run, nice and tight on off stump, Haddin does well to get behind it",
2.5,"Mohammad Amir to Haddin, no run, hangs back to a short delivery outside off and chops it to point. Asif at the non-strikers' end thinks there is a single but he is sent back",
2.6,"Mohammad Amir to Haddin, OUT, chops on! That's a double-wicket over. No room for the cut. The bounce is too much as well. Perhaps he should have gone up and over the slips. But instead he goes for the shot through point, gets an inside edge and onto middle",
3.1,"Sohail Khan to Asif Ali, 2 runs, short ball outside off, short-arm pulls to deep midwicket",['BJ Haddin b Mohammad Amir 0 (3b 0x4 0x6) SR: 0.00']
3.2,"Sohail Khan to Asif Ali, no run, back of a length and outside off, pushes it towards cover",
3.3,"Sohail Khan to Asif Ali, no run, top work from Sanga again, after Asif is beaten all ends up by an indipper. The batsman is shaping to cut a ball that isn't really short enough. Jags in off the seam as well. Only just misses off stump and the wicketkeeper dives to his left and gets a glove to it",
3.4,"Sohail Khan to Asif Ali, 1 run, works it through midwicket",
3.5,"Sohail Khan to Misbah-ul-Haq, 1 run, full on off stump, works it to the right of mid-on",
3.6,"Sohail Khan to Asif Ali, no run, shortish on off stump, he pats it down to mid-on",
4.1,"Usman Khan to Misbah-ul-Haq, 1 run, back of a length and outside off, serenely sends it down to third man",
