Ball,Commentary,Wicket
0.1,"Junaid Khan to Smith, FOUR, what a welcome to the bowling crease. Nothing wrong with the delivery, a length ball that nips away off the seam from off stump, Smith plants forward and plays a sumptuous off drive that beats mid-off",
0.2,"Junaid Khan to Smith, no run, gets forward and bunts this to cover",
0.3,"Junaid Khan to Smith, FOUR, too full and angling back in, Smith gets to the pitch of the ball and loft him through the line, clears mid-on, couple of bounces into the boundary. Touch too full from Junaid",
0.4,"Junaid Khan to Smith, 1 run, pulls but doesn't entirely get hold of it, down to square leg",
0.5,"Junaid Khan to Sharjeel Khan, 1 run, typical whip off his hip from Sharjeel, to deep square leg",
0.6,"Junaid Khan to Smith, FOUR, flayed on the up between cover and point. Ah, the confidence to simply hit through the line without worrying about swing and seam movement, something else",
1.1,"Hasan Ali to Sharjeel Khan, no run, punches a length ball to cover point",
1.2,"Hasan Ali to Sharjeel Khan, no run, gets to the pitch of the ball and drives to mid-off",
1.3,"Hasan Ali to Sharjeel Khan, OUT, big appeal for lbw and they've got him. Interesting to see if the ball pitched outside leg. Sharjeel looks to whip it across the line but misses it completely. That surely would have gone on to hit the stumps. Big, big wicket first up for Peshawar Zalmi",['Sharjeel Khan lbw b Hasan Ali 1 (4b 0x4 0x6) SR: 25.00']
1.4,"Hasan Ali to Haddin, FOUR, driven uppishly and into the gap between cover and point. Didn't get to the pitch, but he went through with the stroke. Sliced it over the infield as the bat face turned in his hand",
1.5,"Hasan Ali to Haddin, no run, jags back into middle from length, defended back down the pitch",
1.6,"Hasan Ali to Haddin, 1 run, bunts this to extra cover, quick single taken. The fielder was lat to get off the blocks",
2.1,"Jordan to Haddin, 1 run, floats a full length delivery on off from wide of the crease, eased into the off side for a quick single",
2.2,"Jordan to Smith, no run, induces the edge but put down at slip by Darren Sammy. Minute deviation off the pitch. He jabs at the ball with hard hands, gets a thick edge. Oh, dear. Should have been taken.",
2.3,"Jordan to Smith, 1 run, lofted but not timed all that well, deep point goes around to deep cover to stop that",
2.4,"Jordan to Haddin, FOUR, just over mid-off. Not timed all that well but enough to clear the infield and get a boundary. Intention right from Haddin, that of going after the bowlers and maximise the powerplay overs",
2.5,"Jordan to Haddin, no run, leg-cutter that is fuller in length, looks to flay that through point, gets a bottom edge that rolls to slip",
2.6,"Jordan to Haddin, 1 run, dabs a full delivery gently to the man coming in from cover, quick single taken",
3.1,"Hasan Ali to Haddin, no run, pulls and misses. Was way too early into the stroke, although I must say the shot was on",
3.2,"Hasan Ali to Haddin, 1 run, full delivery on middle, dabbed to short cover as they scamper a quick single",
3.3,"Hasan Ali to Smith, no run, play and a miss. Beaten by the late movement. Feet glued to the crease as he threw his bat at that length ball that nipped away",
3.4,"Hasan Ali to Smith, no run, looks to swing this over the long-off boundary but played too early. Beaten in the end",
3.5,"Hasan Ali to Smith, 1 run, brings his wrists into the picture as he fetches a length delivery from outside off, down to deep square leg",
3.6,"Hasan Ali to Haddin, 1 run, sliced down to third man. Intended to hit it over cover",
4.1,"Junaid Khan to Haddin, 1 run, uses the pace to run it down to third man",
4.2,"Junaid Khan to Smith, no run, bangs a short ball on middle and leg, Smith ducks under that one",
