Ball,Commentary,Wicket
0.1,"Mohammad Irfan to Mohammad Hafeez, OUT, dramatic start! Hafeez's age old problem of poking at away-going deliveries results in his downfall. This one is full and angling away, he plays a loose drive, no feet movement whatsoever, and the thick edge is pouched at second slip. Straightforward catch, as simple as they come",['Mohammad Hafeez c Sharjeel Khan b Mohammad Irfan 0 (1b 0x4 0x6) SR: 0.00']
0.2,"Mohammad Irfan to Kamran Akmal, 1 run, gets this to lift off the deck from middle, steered down to third man to get off the mark",
0.3,"Mohammad Irfan to Malan, no run, gets this to nip away off the seam from the good length area outside off, Malan looks to punch but withdraws his bat late. Through to Haddin",
0.4,"Mohammad Irfan to Malan, no run, snakes this back in from wide of the crease, Malan's feet rooted to the crease as he pushes at that away from the body, dabbed to the off side in the end",
0.5,"Mohammad Irfan to Malan, no run, sideways movement from outside off again, left alone",
0.6,"Mohammad Irfan to Malan, no run, lucky to get away with that half-volley, driven firmly but straight to mid-off",
1.1,"Mohammad Sami to Kamran Akmal, no run, skids a length ball on the stumps, Akmal is clearly hustled for pace as he defends",
1.2,"Mohammad Sami to Kamran Akmal, 2 runs, cut away towards square third man where Imran over-runs and nearly parries the ball to the boundary. Recovers well to pull it back in but concedes an extra run",
1.3,"Mohammad Sami to Kamran Akmal, no run, gets back into the crease and turns a length ball on middle to square leg",
1.4,"Mohammad Sami to Kamran Akmal, 1 leg bye, too full and sliding down leg, Akmal is late on the flick, the ball deflects off the pad to fine leg",
1.5,"Mohammad Sami to Malan, FOUR, width and crashed into the point boundary at the rate of knots! The ball had already passed the point fielder even before he could dive. Too easy",
1.6,"Mohammad Sami to Malan, no run, looks to force this off the back foot behind point, but this wasn't as short as he expected it to be. Beaten in the end",
2.1,"Mohammad Irfan to Kamran Akmal, FOUR, oooooh, imperious! Too short and Akmal climbs onto that. Pulled in front of square off the middle of the bat. Once it beats the infield, there is no way that can be stopped",
2.2,"Mohammad Irfan to Kamran Akmal, 2 runs, slides a short ball across Akmal, who slaps this over the infield, cover fielder runs across to pull it back in.",
2.3,"Mohammad Irfan to Kamran Akmal, no run, squared up by a beauty that jags away late. This one's a short of length delivery that fizzes across, he looked to steer it down to third man in the end, but is lucky to not get a nick",
2.4,"Mohammad Irfan to Kamran Akmal, no run, too full, feet rooted to the crease as he stabs that to the off side",
2.5,"Mohammad Irfan to Kamran Akmal, SIX, this is stunning! You can pay a lot of money to watch someone hit a fast bowler coming in at 140 clicks inside-out over extra cover. Not all that bad a delivery. Full, angling away. Akmal clears his front leg and lofts through the line. What timing, super stuff",
2.6,"Mohammad Irfan to Kamran Akmal, 1 run, angles this into the pads, tucked to deep square leg",
3.1,"Mohammad Sami to Kamran Akmal, no run, too short, punched off the back foot to point. A meter to his left or right and it would have been at least two",
3.2,"Mohammad Sami to Kamran Akmal, 1 run, in the slot, looks to crash that over cover but ended up hitting it flat and straight to the fielder, they scamper through for a run nevertheless",
3.3,"Mohammad Sami to Malan, 1 leg bye, short of length delivery on middle and leg, look to whip it behind square, ball deflects off the thigh pad to short fine leg",
