Ball,Commentary,Wicket
0.1,"Mohammad Irfan to Gayle, 2 runs, pierces the gap to the left of point as he reaches out for a full delivery outside off",
0.2,"Mohammad Irfan to Gayle, no run, looks for the yorker on middle and leg, digs it out",
0.3,"Mohammad Irfan to Gayle, OUT, caught at the third man boundary and the danger man's gone. Looks to heave a length ball on off stump over the leg side but ends up with a thick outside edge that goes so very high in the air. Mohammad Sami gets under it, making sure to keep his eyes on the ball, and moving with it as it swirls in the air and finally takes it with both hands. Excellent technique",['CH Gayle c Mohammad Sami b Mohammad Irfan 2 (3b 0x4 0x6) SR: 66.66']
0.4,"Mohammad Irfan to Babar Azam, no run, oooh, that's close. A direct hit from point nearly catches Babar short. He gets up off his feet to ride the bounce of this short delivery outside off, but then looks for a single when there isn't one. The fielder at point causes some excitement with his dead-eye throw but it amounts to nothing",
0.5,"Mohammad Irfan to Babar Azam, no run, short ball, Babar is into the pull a touch too early and gets struck on the back",
0.6,"Mohammad Irfan to Babar Azam, no run, back of a length and outside off, Babar swings across the line towards square leg and makes no connection. Might have done better if he'd upper cut that",
1.1,"Mohammad Sami to Sangakkara, 1 run, shortish and outside off, Sanga taps it into the covers and gets across to the other end",
1.2,"Mohammad Sami to Sangakkara, 1 run, length ball on off stump ,Sanga goes for a wild swing and gets a thick outside edge towards third man. Point runs back to take the catch but a batsman can't get out like that off a free hit",
1.3,"Mohammad Sami to Babar Azam, FOUR, pummels it over mid-off. That's about as authoritative as it gets. He takes a length ball and hits through the line. Magnificent timing",
1.4,"Mohammad Sami to Babar Azam, SIX, hammered over square leg. It's all in the wrist. He shuffles across onto off stump, waits on the back of a length to arrive and then whips it away. This is an unbelievable shot",
1.5,"Mohammad Sami to Babar Azam, FOUR, there's the hat-trick of boundaries. The easiest of the three, considering the ball is short and wide. Babar gets back and across, and smacks it through point",
1.6,"Mohammad Sami to Babar Azam, no run, back of a length on off stump, with some pace off the ball, Babar defends and is displeased",
2.1,"Mohammad Irfan to Sangakkara, OUT, he's yorked him. Sanga has no answer to this top-notch delivery. Seriously, a ball coming down from around 10 feet in the air, looking to singe your toes? Unplayable. Goes under the bat, beat him for pace and makes him look like an amateur",
2.2,"Mohammad Irfan to Shoaib Malik, no run, climbs on Malik, this short ball, aimed at leg stump. The batsman only just fends it away",['KC Sangakkara b Mohammad Irfan 2 (3b 0x4 0x6) SR: 66.66']
2.3,"Mohammad Irfan to Shoaib Malik, 1 run, makes him hop with a shortish delivery on leg stump at... 128 kph? Anyway, Malik nudges it to long leg",
2.4,"Mohammad Irfan to Babar Azam, 1 run, leading edge as he squares the in-form Babar up with a back of a length delivery seaming across the right-hander.",
2.5,"Mohammad Irfan to Shoaib Malik, 1 run, back of a length on off stump, taps it down just to the right of the pitch and pinches a single",
2.6,"Mohammad Irfan to Babar Azam, 1 leg bye, full and outside leg, he flicks it through midwicket",
3.1,"Imran Khalid to Babar Azam, no run, gets a little turn off a flat and quick delivery outside off, Babar goes for the cut but mistimes it to cover",
3.2,"Imran Khalid to Babar Azam, 1 run, makes the ball straighten after darting into leg stump, Babar nudges it through midwicket",
3.3,"Imran Khalid to Shoaib Malik, 1 run, comes off slowly off the pitch and Malik, hanging back, is able to drag it from outside off stump through to midwicket with his wrists",
3.4,"Imran Khalid to Babar Azam, FOUR, backs away to the leg side, the bowler follows him, but his length is poor. In the slot for Babar to wind up and swing his arms through the line and pick up a boundary at cow corner",
3.5,"Imran Khalid to Babar Azam, 1 run, flicks through midwicket for a single",
3.6,"Imran Khalid to Shoaib Malik, 1 run, shifts back to handle a short delivery on leg and works it to deep midwicket",
4.1,"Shadab Khan to Shoaib Malik, 1 run, tosses it up outside off, drives along the ground through the covers",
4.2,"Shadab Khan to Babar Azam, FOUR, lays into a cover drive and then stands and admires. A shade overpitched and it is dealt with, and how. Pure power, generated from the wrists again",
4.3,"Shadab Khan to Babar Azam, 1 run, jumps back, reading the length to be short, and punches through cover",
4.4,"Shadab Khan to Shoaib Malik, 1 run, this is the googly and Malik reads if off the pitch. He was back and across, looking to push it into the off side, but adjusts with a flick past mid-on",
4.5,"Shadab Khan to Babar Azam, SIX, straight down the ground. Sees the ball tossed up, loves that it gives him the room to free the arms and then simply flat-bats it over long-on",
4.6,"Shadab Khan to Babar Azam, 1 run, quick, short, and just outside off, Babar hangs back and pulls to the right of long-on",
5.1,"Imran Khalid to Babar Azam, 1 run, goes inside out over point. This is full, fires it towards leg stump, Malik manages to get it up and over the infield",
5.2,"Imran Khalid to Shoaib Malik, 2 leg byes, good length ball on middle and leg, he nudges it past long leg",
