Ball,Commentary,Wicket
0.1,"Badree to Vince, no run, full on middle and leg, clipped to short fine leg",
0.2,"Badree to Vince, 1 run, low full-toss on leg stump, clipped towards deep square leg",
0.3,"Badree to Shahzaib Hasan, 1 run, flighted ball on middle stump, driven to long-on",
0.4,"Badree to Vince, 1 run, length ball on middle and leg, no turn. Looks to push into the off side and gets an inside edge that runs towards short fine leg",
0.5,"Badree to Shahzaib Hasan, no run, plays back to a length ball that hurries on and is hit on the pad, playing across it. Was sliding down leg",
0.6,"Badree to Shahzaib Hasan, no run, tossed up a bit slower on off and middle, clipped to midwicket",
1.1,"Imran Khalid to Vince, no run, full on middle stump, driven inside-out into the covers",
1.2,"Imran Khalid to Vince, OUT, got him! A bit more air on this, drops a touch shorter than Vince expected as he played another inside-out drive, and ended up chipping it in the air, at a comfortable catching height, to Misbah at short cover",['JM Vince c Misbah-ul-Haq b Imran Khalid 2 (5b 0x4 0x6) SR: 40.00']
1.3,"Imran Khalid to Imad Wasim, no run, back of a length on off stump, punched to cover",
1.4,"Imran Khalid to Imad Wasim, OUT, and another! Imad's horror run with the bat continues. Looks to sweep, but picks the wrong line - it's on the stumps - and length - it's too full - for the shot. Ball sneaks under his bat and slides on to hit his back thigh. Was probably going to hit off stump - well, ball-tracking says it would have missed off stump",
1.5,"Imran Khalid to Bopara, no run, full on off stump, blocked back to the bowler",['Imad Wasim lbw b Imran Khalid 0 (2b 0x4 0x6) SR: 0.00']
1.6,"Imran Khalid to Bopara, 1 run, full on leg stump, clipped to long-on",
2.1,"Badree to Bopara, no run, tossed up full on off stump, clipped into the mid-on region",
2.2,"Badree to Bopara, no run, googly outside off, wide enough for Bopara to leave alone. Pretty sure he picked it",
2.3,"Badree to Bopara, 1 run, full on middle stump, driven to long-on",
2.4,"Badree to Shahzaib Hasan, FOUR, back of a length, slides on towards off stump, and Shahzaib makes himself room and chops down on the ball to send it running away to the third man boundary. Thickish edge, caused the ball to go finer than intended",
2.5,"Badree to Shahzaib Hasan, FOUR, a bit more width this time and Shahzaib punishes it, leans back and cuts it away to the right of backward point",
2.6,"Badree to Shahzaib Hasan, no run, there's the quicker one, catches Shahzaib stuck on the crease. Jams down in a hurry, gets an inside edge onto pad",
3.1,"Imran Khalid to Bopara, no run, back of a length on off stump, poked to mid-on",
3.2,"Imran Khalid to Bopara, no run, length ball on off stump, no turn, blocked into the covers",
3.3,"Imran Khalid to Bopara, no run, full on middle and leg, clipped to square leg",
3.4,"Imran Khalid to Bopara, no run, tossed up full on off stump, looks for the single to long-off but the bowler moves quickly to his left to stop the drive",
3.5,"Imran Khalid to Bopara, 1 run, tossed up a bit wider, driven to the left of long-off",
3.6,"Imran Khalid to Shahzaib Hasan, no run, down the track and he fires it quick and flat at the pads. Jabbed back to the bowler",
