Ball,Commentary,Wicket
0.1,"Mohammad Amir to Asad Shafiq, no run, full outside off, no swing back in, drives it with no timing, bounces to cover's right as he puts in a dive",
0.2,"Mohammad Amir to Asad Shafiq, FOUR, full and wide, Amir is looking for swing, but there isn't any. Instead, it's width at nice pace for Shafiq. This time he dispatches it to cover's left",
0.3,"Mohammad Amir to Asad Shafiq, no run, full and wide, this time it pitches and holds it's line. Goes between bat and pad as he slashes at it on the up",
0.4,"Mohammad Amir to Asad Shafiq, no run, back of a length, angled across the corridor, defended with an angled bat",
0.5,"Mohammad Amir to Asad Shafiq, 1 run, good length at middle stump, shapes in slightly, uses his wrists to turn it to fine leg without too much feet",
0.6,"Mohammad Amir to Ahmed Shehzad, no run, full outside off, tails back slightly, gets the bottom of the inside half on his drive and bounces back to the bowler",
1.1,"Imad Wasim to Asad Shafiq, no run, fired in flat, good length on middle, steps out, doesn't get to the pitch, defends",
1.2,"Imad Wasim to Asad Shafiq, 1 run, pushed flat and short at middle, punched off the back foot to deep midwicket",
1.3,"Imad Wasim to Ahmed Shehzad, 1 run, good length at middle, steps out and pokes it uppishly to deep midwicket",
1.4,"Imad Wasim to Asad Shafiq, no run, fired in at leg stump, goes back and tries to make room to cut it, but he's cramped and jams it into the ground",
1.5,"Imad Wasim to Asad Shafiq, no run, good length at middle stump, pushed back to the bowler off the front foot",
1.6,"Imad Wasim to Asad Shafiq, FOUR, shimmies down the leg before he delivers, makes him bowl down the leg side, pats himself on the back, smiles wide, gets on one knee and paddles it between short fine and square leg",
2.1,"Sohail Khan to Ahmed Shehzad, FOUR, good length outside off, fraction wide, hardly any feet, but strong wrists as he drives it on the up past cover",
2.2,"Sohail Khan to Ahmed Shehzad, no run, back of a length, he squares up to turn it down to fine leg, but it sits in the pitch and comes onto him slowly. Hits the sticker of the bat and floats up towards the bowler, but his follow through goes left and the fall lands to his right",
2.3,"Sohail Khan to Ahmed Shehzad, SIX, back of a length at middle, steps down the track and lifts it's over mid-on",
2.4,"Sohail Khan to Ahmed Shehzad, no run, back of a length in the corridor, defended off the back foot",
2.5,"Sohail Khan to Ahmed Shehzad, OUT, Pollard holds his finger to his lips and says 'shhhh' after taking this. Back of a length, angles in but goes slightly out after pitching. Shehzad had already positioned himself to flick it across the line. Gets a leading edge and Pollard gobbles it at backward point",['Ahmed Shehzad c Pollard b Sohail Khan 11 (7b 1x4 1x6) SR: 157.14']
2.6,"Sohail Khan to Pietersen, OUT, has that carried? Sangakkara doesn't know. Goes upstairs for a caught behind. Soft signal is not out. This was good length outside off, KP poked at it without feet and got a big nick. Sangakkara stretched forward and dived to take this. He looked doubtful...but it's out! Replays show he took that cleanly. Big wicket.",
