Ball,Commentary,Wicket
0.1,"Zia-ul-Haq to Simmons, no run, full and swings back in outside off, chopped behind to the keeper",
0.2,"Zia-ul-Haq to Simmons, no run, this length ball slants away with the angle outside off, Simmons swishes his bat out of the way",
0.3,"Zia-ul-Haq to Simmons, 1 run, back of a length and this snuck in, Simmons prods at it and gets an inside edge behind square",
0.4,"Zia-ul-Haq to Nauman Anwar, OUT, short and down the leg side, bad ball. Worse shot. Instead of smashing it away, Nauman gently pulls it to the short fine leg fielder",['Nauman Anwar c Naved Yasin b Zia-ul-Haq 0 (1b 0x4 0x6) SR: 0.00']
0.5,"Zia-ul-Haq to Vince, no run, keeps slanting away with the angle outside off, left alone",
0.6,"Zia-ul-Haq to Vince, 1 run, short and wide outside off, slashed to third man off an outside edge",
1.1,"Zafar Gohar to Vince, no run, tucked off the pads to short fine leg",
1.2,"Zafar Gohar to Vince, no run, slides into the pads again, stops on the batsman, who pops it in front of cover off a leading edge",
1.3,"Zafar Gohar to Vince, no run, the bowler gets away with a loose ball. Down leg, swept to short fine leg",
1.4,"Zafar Gohar to Vince, 2 runs, pitched up and outside off, pretty drive past the covers after stepping away to open up the off side",
1.5,"Zafar Gohar to Vince, OUT, Vince has been given out lbw. He shakes his head as he drags himself back. He has every reason to be upset. Pushed through quicker, Vince smashes it onto his back leg off a big inside edge. He punches his glove into his face. Gohar gets lucky now",
1.6,"Zafar Gohar to Shakib Al Hasan, 1 run, Shakib gets off the mark with a whipped single to long-on",['JM Vince lbw b Zafar Gohar 3 (7b 0x4 0x6) SR: 42.85']
2.1,"Zia-ul-Haq to Shakib Al Hasan, no run, leading edge and Bravo shells it. Was he put off by the fielder running in from mid-on? Shakib targets the leg side and lobs it towards mid-on off a leading edge. Bravo runs to his left from mid-off, may have overran the ball, he catches it, and then spills it. Bravo has pulled off some stunners, especially in T20s, but has dropped this dolly",
2.2,"Zia-ul-Haq to Shakib Al Hasan, 2 runs, short ball, pulled over midwicket",
2.3,"Zia-ul-Haq to Shakib Al Hasan, no run, full and comes in to hit the pad",
2.4,"Zia-ul-Haq to Shakib Al Hasan, no run, Zia sucks pace off this outside off, foxes Shakib",
2.5,"Zia-ul-Haq to Shakib Al Hasan, 2 runs, short and outside off, wristy pull to deep midwicket. Cooper cleans up in the deep",
2.6,"Zia-ul-Haq to Shakib Al Hasan, no run, short on off, late-cut to backward point",
3.1,"Zafar Gohar to Simmons, FOUR, full on off, Simmons gets under it and sends it clattering over the bowler's head",
3.2,"Zafar Gohar to Simmons, FOUR, short and wide outside off, Simmons skips back and cuts firmly through backward point",
3.3,"Zafar Gohar to Simmons, 1 run, nudged off the pads through square leg",
3.4,"Zafar Gohar to Shakib Al Hasan, SIX, quicker on middle, Shakib goes low and slog-sweeps it over midwicket. It's caught in the crowd by a man in a yellow shirt. He will get $100,000?",
3.5,"Zafar Gohar to Shakib Al Hasan, SIX, flatter again, Shakib goes low and slugs it over midwicket again. Encore!",
3.6,"Zafar Gohar to Shakib Al Hasan, no run, zips off the surface, Shakib misses the sweep now. Can't make it three in a row",
4.1,"Bravo to Simmons, no run, glanced off the pads to short fine leg, Bravo gets away",
4.2,"Bravo to Simmons, no run, fired full on off, punchily driven to mid-off",
4.3,"Bravo to Simmons, 1 run, full and straight now, twirled to long-on with the wrists",
4.4,"Bravo to Shakib Al Hasan, FOUR, dug in short and wide outside off, Shakib slaps it over backward point. Shakib goes air borne and cuts it over to the boundary",
4.5,"Bravo to Shakib Al Hasan, FOUR, shorter and outside off again, late-cut away fine on the off side past the diving keeper",
4.6,"Bravo to Shakib Al Hasan, 2 runs, yorker outside off as Shakib steps out and makes room. Carved past backward point",
5.1,"Cooper to Simmons, no run, short on middle, blocked",
5.2,"Cooper to Simmons, no run, Simmons jumps outside leg, Cooper chases him. Punched to cover",
5.3,"Cooper to Simmons, SIX, Simmons latches onto the free hit. Length ball on middle, clubbed fiercely over cow corner",
