Ball,Commentary,Wicket
0.1,"Sohail Tanvir to Smith, FOUR, overpitched outside off, stands tall, no need for feet. Smashes it through the line straight past the stumps",
0.2,"Sohail Tanvir to Smith, no run, overpitched on the pads, looks to whip it through the leg side and misses, raps him on the pads",
0.3,"Sohail Tanvir to Smith, 1 run, good length at middle stump, waits for it and turns it through square leg",
0.4,"Sohail Tanvir to Rafatullah Mohmand, no run, good length, pushed across the angle from the right hander, who tries to chop it but gets a thick inside edge that bounces to the slip cordon",
0.5,"Sohail Tanvir to Rafatullah Mohmand, 1 leg bye, full and on the pads, tries to flick it into the leg side, it sounded like an inside edge but signalled leg byes as it rolls towards deep square",
0.6,"Sohail Tanvir to Smith, no run, back of a length outside off, goes back and punches towards mid-off, extra cover comes across and puts in a dive",
1.1,"Aamer Yamin to Rafatullah Mohmand, no run, good length outside off, goes with his hands and slices it to backward point",
1.2,"Aamer Yamin to Rafatullah Mohmand, 2 runs, 134 kph, back of a length at middle, opens up and slogs it to deep square leg's left",
1.3,"Aamer Yamin to Rafatullah Mohmand, SIX, good length outside off, expands his arms and throws his bat at it, he's nowwhere near the pitch but he uses his reach to slice it over point",
1.4,"Aamer Yamin to Rafatullah Mohmand, 1 leg bye, 139 kph, back of a length, angled into the batsman, raps him on the pads but he's the only one appealing, single down towards third man",
1.5,"Aamer Yamin to Smith, 1 run, full at off stump, driven to mid-off's left",
1.6,"Aamer Yamin to Rafatullah Mohmand, no run, good length, angled in at middle and off, opens up to drive but has to fend it last minute into the covers",
2.1,"Sohail Tanvir to Smith, FOUR, back of a length in the corridor, uses the angle and slashes it past point, but third man runs across nicely and puts in a dive to his right...but it looks his foot has touched the boundary. Unlucky.",
2.2,"Sohail Tanvir to Smith, 1 leg bye, good length at the pads, tries to whip it past short fine, but it catches his pad",
2.3,"Sohail Tanvir to Rafatullah Mohmand, no run, slower ball, good length, tossed outside off stump, goes for the slog sweep, inside edge onto pad",
2.4,"Sohail Tanvir to Rafatullah Mohmand, 2 runs, back of a length, angled across off, he steps out and tries to swat this out of the country, gets a top edge...and Elliott has dropped it at long leg! Gets under it nicely but chooses to go low on this and floors it",
2.5,"Sohail Tanvir to Rafatullah Mohmand, SIX, short in the corridor, tries to ramp it over the slip, and it's another dropped catch. Amir miscued it and it went low to third man's left, he too got under it - although it was flatter and quicker than the previous one - and put in a last ditch effort to catch it. Instead, lobs it towards the boundary...replays show that should've been a six.",
2.6,"Sohail Tanvir to Rafatullah Mohmand, 1 run, good length on off, opens the face and turns it down to third man",
3.1,"Aamer Yamin to Rafatullah Mohmand, 1 run, back of a length and into the batsman, who tries to pull but can't get connection, rolls to fine leg",
3.2,"Aamer Yamin to Smith, 1 run, full at middle, goes forward and hits across the line to flick it to deep square",
3.3,"Aamer Yamin to Rafatullah Mohmand, OUT, good length, angled down towards the leg side, but he steps out and cuts the angle down. Wants to slap this for six straight over the bowler, but gets a top edge that flies upwards and behind him where Rizwan spins and spins before holding on to this right",['Rafatullah Mohmand c †Mohammad Rizwan b Aamer Yamin 18 (13b 0x4 2x6) SR: 138.46']
3.4,"Aamer Yamin to Smith, 1 leg bye, angled full and down the leg side, raps him on the pads",
3.5,"Aamer Yamin to Haddin, no run, back of a length at off stump, defended into the off side",
3.6,"Aamer Yamin to Haddin, no run, rolls his fingers on this, good length outside off, expansive drive on the up, straight to covers",
4.1,"Narine to Smith, 1 run, good length outside off, gets low and swats it to deep midwicket...that reached the fielder in no time",
4.2,"Narine to Haddin, 1 run, back of a length outside off, tucks it off the back foot to long-on",
4.3,"Narine to Smith, no run, good length outside off, comes back into him, punched off the back foot to covers",
4.4,"Narine to Smith, 1 run, good length outside off, pushed to deep midwicket",
4.5,"Narine to Haddin, no run, drags the offspinner short outside off, but Haddin has shuffled across and cuts down his room, can only punch it to mid-off",
4.6,"Narine to Haddin, no run, short and wide outside off, pokes at it off the back foot and opens the face, but short third man is square and cuts it off",
5.1,"Aamer Yamin to Smith, no run, good length, angled into the pads, and catches him on it once more",
5.2,"Aamer Yamin to Smith, no run, good length, angled into him, nonchalant stab at it with no feet, lobs up towards midwicket who takes it on the bounce and has a shy at the non-strikers",
5.3,"Aamer Yamin to Smith, 1 run, good length at middle, turned away uncomfortably to deep square with no feet movement",
5.4,"Aamer Yamin to Haddin, OUT, 135 kph, lights up the stumps! Haddin has seen Yamin's angle enough to know how it's going to come at him, and gives him the charge to try and slog it past midwicket, but he gets and inside edge onto the stumps",
5.5,"Aamer Yamin to Duckett, no run, short and wide outside off, his feet are rooted as he throws his bat at it and gets beaten",['BJ Haddin b Aamer Yamin 1 (6b 0x4 0x6) SR: 16.66']
5.6,"Aamer Yamin to Duckett, no run, back of a length at off stump, defended into the covers",
6.1,"Yasir Shah to Smith, SIX, ....and goes out of the park first ball! Drops it short outside off, hangs back and slaps it flat over the midwicket fence",
6.2,"Yasir Shah to Smith, OUT, he's got his revenge! Hits a good length outside off, drags him forward, sneaks past his inside edge with the straighter one and catches his pads. The keeper pulled out of the appeal but Yasir was convinced and so was the umpire",
6.3,"Yasir Shah to Misbah-ul-Haq, 1 run, tossed up at off stump, driven past the bowler who dived over it. Long-off gets work to do",
6.4,"Yasir Shah to Duckett, no run, tossed up in the blockhole at middle, tries to turn it into the leg side, inside edge onto the boot",['DR Smith lbw b Yasir Shah 20 (17b 2x4 1x6) SR: 117.64']
6.5,"Yasir Shah to Duckett, 1 run, good length at off stump, bunted into the off side off the back foot",
6.6,"Yasir Shah to Misbah-ul-Haq, no run, slider, drops it short at middle, Misbah tries to power it through the leg side off his back foot, inside edge onto the boot",
7.1,"Narine to Duckett, 1 run, good length at leg stump, punched towards midwicket",
7.2,"Narine to Misbah-ul-Haq, 1 run, full on the pads, flicked to deep square",
7.3,"Narine to Duckett, 1 run, tossed up on a good length at middle stump, Duckett doesn't get to the pitch as he slices this to deep cover",
7.4,"Narine to Misbah-ul-Haq, no run, back of a length outside off, shapes for the sweep but has to adjust and use an angled bat to poke it to short third",
7.5,"Narine to Misbah-ul-Haq, FOUR, good length outside off, this time he premeditates the reverse sweep - and McCullum spots it and moves to his right at slip. Unfortunately, he's stepped too far across and it flies past his left foot",
7.6,"Narine to Misbah-ul-Haq, no run, good length outside off, puts in a big stride and stretches fully to connect the sweep, but gets on top of it too much and can only turn it straight to short fine",
8.1,"Yasir Shah to Duckett, no run, good length at off, wants to push it to long-off, hits it back to the bowler",
8.2,"Yasir Shah to Duckett, 1 run, good length outside off, once again, not to the pitch as he uses his wrists to turn it through square leg last minute. Hard hands from Duckett",
8.3,"Yasir Shah to Misbah-ul-Haq, SIX, massive! Exposes his stumps, stands tall, dares the bowler to toss it up - he does. Swings his arms at this and smashes it straight over Yasir and it slams into the roof and falls down into the stands. 95 metres.",
8.4,"Yasir Shah to Misbah-ul-Haq, 1 run, full outside off, driven off the front foot to deep cover",
8.5,"Yasir Shah to Duckett, 1 run, good length at leg stump, miscues the reverse sweep and it goes harmlessly to backward point",
8.6,"Yasir Shah to Misbah-ul-Haq, no run, good length outside off, pushed to cover",
9.1,"Mohammad Irfan to Duckett, no run, good length at off stump, pushes it back to the bowler off the back foot",
9.2,"Mohammad Irfan to Duckett, no run, back of a length, angled across the left-hander from over the wicket, pushed to point",
9.3,"Mohammad Irfan to Duckett, no run, back of a length, angled across, goes for the back foot punch, gets it off the bottom of the bat straight to covers",
9.4,"Mohammad Irfan to Duckett, FOUR, 132 kph, anticipates his angle and walks towards it. A little shimmy outside off and uses his pace to lift him past short fine leg and it looks like it has caught the ropes on the full...third umpire looking at this...and it's given four. That was a little bizzare. Clearly seemed to have caught the rope on the full.",
9.5,"Mohammad Irfan to Duckett, no run, back of a length angled across, goes for the pull, hits the top of the bat and bounces towards midwicket",
9.6,"Mohammad Irfan to Duckett, 1 run, back of a length in the corridor, punched to sweeper cover",
10.1,"Yasir Shah to Duckett, 1 run, back of a length at middle, steps down, not even close to the pitch as he pushes it to deep square",
10.2,"Yasir Shah to Misbah-ul-Haq, no run, backs way again, punched off the back foot to McCullum who runs 5 yards and puts in a dive",
10.3,"Yasir Shah to Misbah-ul-Haq, 2 runs, good length outside off, backs away and slaps it over cover using his reach",
10.4,"Yasir Shah to Misbah-ul-Haq, 1 run, back of a length on the pad, glanced square off his thigh",
10.5,"Yasir Shah to Duckett, no run, back of a length outside off, steps out and pushes it back to the bowler. Duckett is struggling against spin, stepping out every ball",
10.6,"Yasir Shah to Duckett, 1 run, steps out at the good length ball, not to the pitch again, and has to improvise a sweep to deep square",
11.1,"Aamer Yamin to Duckett, 1 run, good length, angled into the left-hander and he doesn't connect on the attempted flick and cops it on his body",
11.2,"Aamer Yamin to Misbah-ul-Haq, OUT, got him! Good length, pitches outside off and nips back in, but Misbah has followed the line and not the movement. Pokes at it with no feet, gets a healthy inside edge through to the keeper. At least it sounded like, Misbah is not happy at all",
11.3,"Aamer Yamin to Watson, no run, good length outside off, pushed on the up to cover",
11.4,"Aamer Yamin to Watson, no run, back of a length outside off, punched off the back foot to mid-off",
11.5,"Aamer Yamin to Watson, 2 runs, dropped.Goes for the bouncer, he connects his hook nicely from outside off, it's in the air but dipping at deep square leg, where Irfan Jr. puts in a good effort to even go for that, but can't pouch it",['Misbah-ul-Haq c †Mohammad Rizwan b Aamer Yamin 16 (13b 1x4 1x6) SR: 123.07']
11.6,"Aamer Yamin to Watson, 2 runs, ...and that effort is followed by a misfield as two fielders converge at this leg glance into the square leg region and both let it go",
