Ball,Commentary,Wicket
0.1,"Mohammad Irfan to Tamim Iqbal, 1 run, full and on the pads, tucked off the pads to deep backward square leg",
0.2,"Mohammad Irfan to Kamran Akmal, 1 run, stays in this crease to this length ball and steers it to third man with an open bat face",
0.3,"Mohammad Irfan to Tamim Iqbal, 1 run, fuller ball, angling in on the stumps, closes the bat face a tad early and so does not time it too well as the ball is drilled to midwicket",
0.4,"Mohammad Irfan to Kamran Akmal, no run, fuller outside off, around the fifth-stump channel, drilled off the front foot towards mid-off",
0.5,"Mohammad Irfan to Kamran Akmal, 1 run, short of a length, pitching on leg stump channel, does not sit up as much but Kamran manages to pull it away to deep backward square leg",
0.6,"Mohammad Irfan to Tamim Iqbal, no run, short ball, well-directed bouncer on the stumps, Tamim sits under it and lets it go",
1.1,"Mohammad Sami to Kamran Akmal, no run, length ball, on the stumps, stays in the crease and flat-bats it towards mid-on",
1.2,"Mohammad Sami to Kamran Akmal, no run, good length outside off, not much feet from Kamran who stays in the crease and flays it towards point",
1.3,"Mohammad Sami to Kamran Akmal, 1 run, angling in on leg, pushes it wide of mid-on and takes off for a quick single",
1.4,"Mohammad Sami to Tamim Iqbal, 1 run, tries to come forward and push this into the off side but ends up chopping it hard into the ground and the ball goes towards the third man region after bouncing",
1.5,"Mohammad Sami to Kamran Akmal, no run, length ball, tries to pull it but the length isn't quite short and he can only drag it towards mid-on with a flat bat",
1.6,"Mohammad Sami to Kamran Akmal, 1 run, fullish and on the leg stump channel, tries to go big down the ground but does not time it too well and the ball goes towards the midwicket region as they run the single",
2.1,"Mohammad Irfan to Kamran Akmal, FOUR, makes up his mind early and stays leg side of the ball as Irfan fires it full and on middle and angling away after pitching. Kamran keeps the front leg inside the line of the ball that allows him room to free his arms and pummel it down the ground",
2.2,"Mohammad Irfan to Kamran Akmal, 1 run, SHadab makes a brilliant effort at backward point and almost pulls off a stunner. It's a full toss and Kamran flays it but does not keep it along the ground. Shadab leaps to his left and gets his hands to it but the ball ricochets and goes to third man. Brilliant effort though",
2.3,"Mohammad Irfan to Tamim Iqbal, no run, tries to heave it over the leg side and gets an inside edge to mid-on",
2.4,"Mohammad Irfan to Tamim Iqbal, 1 run, walks across the stumps and pulls but perhaps cramped himself for room as he did it. The ball is short enough but he has does not give himself enough room to free his arms and the ball goes to the on side",
2.5,"Mohammad Irfan to Kamran Akmal, FOUR, pull shot, gets a top edge and the ball sails over the wicketkeeper's head and goes on the bounce over the third man boundary",
2.6,"Mohammad Irfan to Kamran Akmal, no run, short ball again, this time he is rushed for pace and he gets hit hard on the helmet as he misses the pull shot and goes along the ground towards mid-off. That was a nasty blow, must have surely shook him up a bit. Brad Haddin runs forward and checks on the batsman as they change ends",
3.1,"Rumman Raees to Tamim Iqbal, no run, fires a tempter outside off, in the corridor of uncertainty, draws the batsman forward and Tamim gets beaten as he sticks his bat out",
3.2,"Rumman Raees to Tamim Iqbal, OUT, Tamim has picked out Misbah at mid-on. Does not get the elevation desired as he tries to heave it away. It's a length ball, angling in on middle and leg, not quite in the slot. Tamim cannot get the ball over the man at mid-on. Goes straight into the hands of the Islamabad captain who plucks it easily though it is hit very hard",['Tamim Iqbal c Misbah-ul-Haq b Rumman Raees 4 (8b 0x4 0x6) SR: 50.00']
3.3,"Rumman Raees to Mohammad Hafeez, no run, fullish on the stumps, blocked off the front foot down the ground",
3.4,"Rumman Raees to Mohammad Hafeez, no run, length ball, angling away outside off, stays in the crease and gets the front leg up as he whips it away into the on side",
