Ball,Commentary,Wicket
0.1,"Imad Wasim to Tamim Iqbal, 1 run, short of a length, gets underway with a nudge through the forward short leg region",
0.2,"Imad Wasim to Kamran Akmal, no run, flat and skidding through, width on offer outside off and it is slapped away square of the wicket to point",
0.3,"Imad Wasim to Kamran Akmal, no run, length ball on off, backs away to make room and cut but cannot beat point",
0.4,"Imad Wasim to Kamran Akmal, 1 run, sliding in with the arm. Akmal charges down the ground and miscues the loft which lands in front of mid-off running to his right",
0.5,"Imad Wasim to Tamim Iqbal, 1 leg bye, short ball, gets down to sweep and the ball goes off the pad instead to the fine leg region",
0.6,"Imad Wasim to Kamran Akmal, no run, nicely bowled. Kamran backs away and the bowler follows him with a fuller delivery on leg stump. Akmal tries to force it through the off side and does not make contact",
1.1,"Mohammad Amir to Tamim Iqbal, 1 run, fuller ball, raps him on the pad with a fullish ball and Tamim gets an inside edge as he tries to clip it away",
1.2,"Mohammad Amir to Kamran Akmal, no run, full and wide, drills it back towards the bowler off the inside part of the bat",
1.3,"Mohammad Amir to Kamran Akmal, 1 run, length ball, angled away on off, squirts it down the ground and they steal a single as mid-off runs across, picks it up and has a shy at the non-striker's end",
1.4,"Mohammad Amir to Tamim Iqbal, 1 leg bye, tries to tuck this short of a length ball away and wears it on the pad instead as the ball goes away to the leg side",
1.5,"Mohammad Amir to Kamran Akmal, 1 run, fullish on leg stump channel, pushed off the front foot to mid-off for a quick single",
1.6,"Mohammad Amir to Tamim Iqbal, FOUR, edged and goes away to the third man boundary. good length ball, Tamim strides forward and the ball takes the outside edge, goes past Sangakkara leaping full-length to his left",
2.1,"Imad Wasim to Kamran Akmal, 1 run, gets down to sweep and backward square leg dives to his right to keep it to one",
2.2,"Imad Wasim to Tamim Iqbal, FOUR, short and wide, point this time dives to his right but cannot get hands on ball and the ball screams into the deep point boundary. Picks the gap perfectly, beats three men patrolling that region",
2.3,"Imad Wasim to Tamim Iqbal, 1 run, bowls it with pace and short of good length, punched off the backfoot down to long-on",
2.4,"Imad Wasim to Kamran Akmal, no run, backs away and tries to cut this one but the bowler follows him and gets it to slide in with the arm. Akmal works it to extra cover",
